frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
13800,0 days 00:12:09.073494,0 days 00:00:00.000445,[0 0 0 0 1 0 1 0],"[array([536, 242, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 448, 223], dtype=int64)
 array([112, 129, 167, 213], dtype=int64)
 array([479,  13, 548, 196], dtype=int64)
 array([657, 436, 703, 574], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13800.jpg
13805,0 days 00:12:09.290266,0 days 00:00:00.000562,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([112,  53, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 449, 223], dtype=int64)
 array([112, 129, 167, 213], dtype=int64)
 array([478,  13, 545, 198], dtype=int64)
 array([657, 439, 703, 574], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13805.jpg
13810,0 days 00:12:09.542497,0 days 00:00:00.000476,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([112,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 451, 223], dtype=int64)
 array([112, 129, 167, 213], dtype=int64)
 array([478,  14, 543, 199], dtype=int64)
 array([657, 438, 703, 574], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13810.jpg
13815,0 days 00:12:09.699694,0 days 00:00:00.000428,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([112,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 451, 223], dtype=int64)
 array([112, 129, 167, 213], dtype=int64)
 array([478,  16, 541, 208], dtype=int64)
 array([657, 438, 703, 574], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13815.jpg
13820,0 days 00:12:09.903568,0 days 00:00:00.000450,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([112,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 453, 223], dtype=int64)
 array([112, 128, 167, 213], dtype=int64)
 array([479,  19, 541, 224], dtype=int64)
 array([656, 436, 703, 574], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13820.jpg
13825,0 days 00:12:10.122632,0 days 00:00:00.000427,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 453, 223], dtype=int64)
 array([112, 128, 167, 213], dtype=int64)
 array([479,  23, 541, 233], dtype=int64)
 array([656, 424, 703, 573], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13825.jpg
13830,0 days 00:12:10.581382,0 days 00:00:00.000467,[0 0 0 0 1 0 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([388,   0, 453, 223], dtype=int64)
 array([110, 128, 167, 214], dtype=int64)
 array([480,  25, 542, 237], dtype=int64)
 array([656, 423, 703, 573], dtype=int64)]",[ 98  24 198 164   1 218 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13830.jpg
13835,0 days 00:12:10.851244,0 days 00:00:00.000480,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 69, 178, 173, 441], dtype=int64)
 array([389,   0, 453, 223], dtype=int64)
 array([477,  26, 543, 238], dtype=int64)
 array([656, 424, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13835.jpg
13840,0 days 00:12:11.143190,0 days 00:00:00.000500,[0 0 0 0 1 1 0],"[array([536, 241, 634, 389], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 70, 178, 173, 441], dtype=int64)
 array([389,   0, 453, 223], dtype=int64)
 array([468,  31, 543, 240], dtype=int64)
 array([657, 425, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13840.jpg
13845,0 days 00:12:11.330364,0 days 00:00:00.000427,[0 0 0 0 1 1 0],"[array([536, 241, 634, 390], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 70, 178, 173, 441], dtype=int64)
 array([389,   0, 454, 223], dtype=int64)
 array([464,  33, 543, 240], dtype=int64)
 array([657, 425, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13845.jpg
13850,0 days 00:12:11.576671,0 days 00:00:00.000423,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 70, 178, 173, 442], dtype=int64)
 array([389,   0, 452, 223], dtype=int64)
 array([461,  39, 541, 245], dtype=int64)
 array([657, 425, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13850.jpg
13855,0 days 00:12:11.729828,0 days 00:00:00.000420,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 70, 178, 173, 442], dtype=int64)
 array([389,   0, 451, 223], dtype=int64)
 array([459,  37, 537, 249], dtype=int64)
 array([658, 426, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13855.jpg
13860,0 days 00:12:12.098077,0 days 00:00:00.000418,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 70, 178, 173, 441], dtype=int64)
 array([388,   0, 452, 223], dtype=int64)
 array([458,  39, 533, 251], dtype=int64)
 array([657, 424, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13860.jpg
13865,0 days 00:12:12.210773,0 days 00:00:00.000385,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 70, 178, 173, 441], dtype=int64)
 array([389,   0, 450, 223], dtype=int64)
 array([458,  41, 529, 251], dtype=int64)
 array([657, 423, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13865.jpg
13870,0 days 00:12:12.420365,0 days 00:00:00.000448,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 69, 178, 173, 442], dtype=int64)
 array([389,   0, 448, 223], dtype=int64)
 array([458,  40, 524, 262], dtype=int64)
 array([657, 422, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13870.jpg
13875,0 days 00:12:12.577024,0 days 00:00:00.000445,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([389,   0, 450, 223], dtype=int64)
 array([458,  42, 520, 271], dtype=int64)
 array([657, 423, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13875.jpg
13880,0 days 00:12:12.822001,0 days 00:00:00.000473,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  40, 223, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([390,   0, 458, 223], dtype=int64)
 array([450,  44, 516, 277], dtype=int64)
 array([657, 423, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13880.jpg
13885,0 days 00:12:13.101288,0 days 00:00:00.000420,[0 0 0 0 1 1 0],"[array([536, 241, 634, 389], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([391,   0, 461, 222], dtype=int64)
 array([444,  45, 512, 278], dtype=int64)
 array([657, 422, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13885.jpg
13890,0 days 00:12:13.353129,0 days 00:00:00.000453,[0 0 0 0 1 1 0],"[array([536, 241, 634, 389], dtype=int64)
 array([165,  41, 223, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 67, 179, 173, 442], dtype=int64)
 array([389,   0, 452, 220], dtype=int64)
 array([441,  45, 509, 279], dtype=int64)
 array([657, 424, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13890.jpg
13895,0 days 00:12:13.633803,0 days 00:00:00.000443,[0 0 0 0 1 1 0],"[array([536, 241, 634, 388], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([386,   0, 449, 219], dtype=int64)
 array([440,  40, 504, 279], dtype=int64)
 array([657, 423, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13895.jpg
13900,0 days 00:12:13.944695,0 days 00:00:00.000433,[0 0 0 0 1 1 0],"[array([536, 241, 634, 387], dtype=int64)
 array([165,  41, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([382,   0, 447, 218], dtype=int64)
 array([429,  38, 499, 280], dtype=int64)
 array([657, 423, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13900.jpg
13905,0 days 00:12:14.094828,0 days 00:00:00.000427,[0 0 0 0 1 1 0],"[array([536, 241, 634, 387], dtype=int64)
 array([165,  42, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([378,   0, 445, 219], dtype=int64)
 array([416,  35, 494, 279], dtype=int64)
 array([657, 423, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13905.jpg
13910,0 days 00:12:14.360334,0 days 00:00:00.000464,[0 0 0 0 1 1 0],"[array([536, 241, 634, 386], dtype=int64)
 array([165,  43, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([376,   0, 443, 218], dtype=int64)
 array([405,  36, 487, 279], dtype=int64)
 array([657, 423, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13910.jpg
13915,0 days 00:12:14.699749,0 days 00:00:00.000407,[0 0 0 0 1 1 0],"[array([536, 241, 634, 386], dtype=int64)
 array([165,  43, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([375,   0, 438, 218], dtype=int64)
 array([400,  34, 480, 278], dtype=int64)
 array([657, 422, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13915.jpg
13920,0 days 00:12:14.953350,0 days 00:00:00.000574,[0 0 0 0 1 1 0],"[array([536, 241, 634, 386], dtype=int64)
 array([165,  44, 222, 157], dtype=int64)
 array([113,  53, 142,  99], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([375,   0, 435, 218], dtype=int64)
 array([398,  32, 474, 278], dtype=int64)
 array([657, 422, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13920.jpg
13925,0 days 00:12:15.427724,0 days 00:00:00.000458,[0 0 0 0 1 1 0],"[array([536, 241, 634, 385], dtype=int64)
 array([165,  43, 221, 157], dtype=int64)
 array([113,  54, 142,  99], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([375,   0, 432, 218], dtype=int64)
 array([397,  31, 467, 279], dtype=int64)
 array([657, 421, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13925.jpg
13930,0 days 00:12:16.020764,0 days 00:00:00.000418,[0 0 0 0 1 1 0],"[array([536, 241, 635, 386], dtype=int64)
 array([165,  43, 222, 157], dtype=int64)
 array([113,  54, 142,  98], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([373,   0, 429, 218], dtype=int64)
 array([397,  30, 461, 283], dtype=int64)
 array([657, 421, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13930.jpg
13935,0 days 00:12:16.329132,0 days 00:00:00.000437,[0 0 0 0 1 1 0],"[array([536, 241, 635, 386], dtype=int64)
 array([165,  42, 222, 157], dtype=int64)
 array([113,  55, 142,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([373,   0, 426, 218], dtype=int64)
 array([387,  30, 454, 285], dtype=int64)
 array([657, 420, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13935.jpg
13940,0 days 00:12:16.492713,0 days 00:00:00.000409,[0 0 0 0 1 1 0],"[array([536, 241, 635, 387], dtype=int64)
 array([165,  43, 222, 158], dtype=int64)
 array([113,  55, 142,  98], dtype=int64)
 array([ 69, 179, 173, 442], dtype=int64)
 array([373,   0, 423, 218], dtype=int64)
 array([369,  28, 448, 283], dtype=int64)
 array([657, 421, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13940.jpg
13945,0 days 00:12:16.696535,0 days 00:00:00.000447,[0 0 0 0 1 1 0],"[array([536, 241, 635, 387], dtype=int64)
 array([165,  42, 222, 158], dtype=int64)
 array([113,  57, 140,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([373,   0, 421, 214], dtype=int64)
 array([361,  28, 444, 279], dtype=int64)
 array([657, 420, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13945.jpg
13950,0 days 00:12:17.211549,0 days 00:00:00.000406,[0 0 0 0 1 1 0],"[array([536, 241, 635, 387], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  58, 139,  98], dtype=int64)
 array([ 68, 180, 173, 442], dtype=int64)
 array([373,   0, 419, 206], dtype=int64)
 array([358,  27, 439, 277], dtype=int64)
 array([657, 420, 703, 574], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13950.jpg
13955,0 days 00:12:17.550690,0 days 00:00:00.000397,[0 0 0 0 1 1 0],"[array([536, 241, 635, 386], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  60, 139,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([373,   0, 417, 140], dtype=int64)
 array([358,  27, 433, 277], dtype=int64)
 array([657, 421, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13955.jpg
13960,0 days 00:12:18.033665,0 days 00:00:00.000400,[0 0 0 0 1 1 0],"[array([536, 241, 635, 383], dtype=int64)
 array([165,  40, 222, 157], dtype=int64)
 array([113,  63, 138,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([373,   1, 415,  91], dtype=int64)
 array([358,  24, 429, 276], dtype=int64)
 array([657, 422, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13960.jpg
13965,0 days 00:12:18.154636,0 days 00:00:00.000410,[0 0 0 0 1 1 0],"[array([536, 241, 635, 385], dtype=int64)
 array([165,  40, 222, 157], dtype=int64)
 array([113,  62, 139,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([373,   1, 416,  74], dtype=int64)
 array([358,  25, 424, 276], dtype=int64)
 array([657, 420, 703, 573], dtype=int64)]",[ 98  24 198 164   1 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13965.jpg
13970,0 days 00:12:18.458622,0 days 00:00:00.000462,[0 0 0 0 1 0],"[array([536, 241, 635, 381], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([113,  61, 139,  98], dtype=int64)
 array([ 68, 179, 173, 442], dtype=int64)
 array([360,  17, 418, 277], dtype=int64)
 array([657, 420, 703, 573], dtype=int64)]",[ 98  24 198 164 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13970.jpg
13975,0 days 00:12:18.694896,0 days 00:00:00.000450,[0 0 0 0 1 0],"[array([536, 241, 635, 383], dtype=int64)
 array([165,  41, 222, 158], dtype=int64)
 array([112,  61, 139,  98], dtype=int64)
 array([ 69, 179, 172, 442], dtype=int64)
 array([359,  23, 415, 278], dtype=int64)
 array([657, 419, 703, 574], dtype=int64)]",[ 98  24 198 164 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13975.jpg
13980,0 days 00:12:18.889065,0 days 00:00:00.000412,[0 0 0 0 1 0],"[array([536, 241, 635, 378], dtype=int64)
 array([165,  40, 222, 158], dtype=int64)
 array([113,  58, 141,  99], dtype=int64)
 array([ 69, 179, 172, 442], dtype=int64)
 array([357,  26, 413, 277], dtype=int64)
 array([657, 423, 703, 573], dtype=int64)]",[ 98  24 198 164 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13980.jpg
13985,0 days 00:12:19.000183,0 days 00:00:00.000441,[0 0 0 0 1 0],"[array([536, 241, 635, 376], dtype=int64)
 array([165,  40, 222, 158], dtype=int64)
 array([113,  56, 141,  99], dtype=int64)
 array([ 69, 179, 172, 442], dtype=int64)
 array([354,  26, 414, 276], dtype=int64)
 array([657, 426, 703, 573], dtype=int64)]",[ 98  24 198 164 227 221],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/13985.jpg
